CASA DORADA BASE PRODUCTS REPORT
Code; Name;Product type;Ingredients;State
352;Gratia;Sopa;;Costilla de cerdo,Cebolla,Batavia;ACTIVE
353;Ferrel;Bandeja;;Maduro,Verduras,Cabano;ACTIVE
354;Marmaduke;Bandeja;;Jamon,Costilla de cerdo,Batavia;ACTIVE
355;Sonja;Plato Secundario;;Batavia,Papas,Ostras;ACTIVE
356;Dredi;Plato Principal;;Camaron,Pollo,Cabano;ACTIVE
357;Rogers;Postre;;Camaron,Costilla,Lomo de Cerdo Ahumado;ACTIVE
358;Kerwin;Bebida;;Costilla de cerdo,Maduro,Chuleta;ACTIVE
359;Miltie;Plato Secundario;;Costilla,Cerdo,Chorizo;ACTIVE
360;Kendal;Bandeja;;Costilla de cerdo,Ostras,Chuleta;ACTIVE
361;Thomas;Postre;;Cebolla,Chorizo,Cebolla;ACTIVE
362;Cherise;Sopa;;Jamon,Ostras,Cerdo;ACTIVE
363;Margaret;Plato Principal;;Papas a la Francesa,Papas a la Francesa,Costilla;ACTIVE
364;Linet;Plato Principal;;Batavia,Jamon,Pulpo;ACTIVE
365;Donna;Bandeja;;Chicharron,Jamon,Cabano;ACTIVE
366;Augustine;Bandeja;;Verduras,Chorizo,Costilla;ACTIVE
367;Magnum;Sopa;;Chorizo,Verduras,Lomo de Cerdo Ahumado;ACTIVE
368;Irving;Caldo;;Cabano,Jamon,Chorizo;ACTIVE
369;Georgie;Caldo;;Cebolla,Pulpo,Costilla;ACTIVE
370;Orelee;Plato Secundario;;Chorizo,Costilla de cerdo,Papas;ACTIVE
371;Judith;Plato Principal;;Papas a la Francesa,Batavia,Costilla de cerdo;ACTIVE
372;Clemens;Sopa;;Costilla,Cerdo,Papas;ACTIVE
373;Niel;Bebida;;Lomo de Cerdo Ahumado,Costilla,Pulpo;ACTIVE
374;Ruth;Sopa;;Lomo de Cerdo Ahumado,Chorizo,Cerdo;ACTIVE
375;Amaleta;Caldo;;Ostras,Batavia,Ostras;ACTIVE
376;Theressa;Bebida;;Cebolla,Chuleta,Costilla;ACTIVE
377;Stephen;Caldo;;Papas a la Francesa,Lomo Biche,Ostras;ACTIVE
378;Claudelle;Sopa;;Cabano,Papas,Batavia;ACTIVE
379;Dallas;Sopa;;Batavia,Chicharron,Cerdo;ACTIVE
380;Nealson;Bandeja;;Chicharron,Jamon,Camaron;ACTIVE
381;Anjela;Bandeja;;Lomo de Cerdo Ahumado,Chicharron,Ostras;ACTIVE
382;Thea;Bandeja;;Ostras,Cabano,Chicharron;ACTIVE
383;Daune;Bebida;;Cerdo,Verduras,Cerdo;ACTIVE
384;Phylis;Plato Principal;;Camaron,Lomo Biche,Pollo;ACTIVE
385;Dido;Bandeja;;Lomo de Cerdo Ahumado,Chicharron,Batavia;ACTIVE
386;Sibylle;Bebida;;Papas a la Francesa,Costilla,Verduras;ACTIVE
387;Helga;Bebida;;Maduro,Chicharron,Jamon;ACTIVE
388;Claus;Plato Principal;;Ostras,Camaron,Chorizo;ACTIVE
389;Lindon;Bandeja;;Costilla,Costilla de cerdo,Chuleta;ACTIVE
390;Haleigh;Plato Secundario;;Chicharron,Chuleta,Cerdo;ACTIVE
391;Arroz a la barbacoa;Postre;;Costilla de cerdo,Cerdo,Chicharron;ACTIVE
392;Isabel;Caldo;;Pollo,Batavia,Batavia;ACTIVE
393;Leanna;Bebida;;Chicharron,Ostras,Papas a la Francesa;ACTIVE
394;Petra;Postre;;Lomo de Cerdo Ahumado,Batavia,Maduro;ACTIVE
395;Carlita;Bandeja;;Lomo Biche,Costilla,Costilla de cerdo;ACTIVE
396;Sterling;Caldo;;Chicharron,Chicharron,Costilla;ACTIVE
397;Barbara;Plato Principal;;Costilla de cerdo,Chicharron,Ostras;ACTIVE
398;Hunt;Bebida;;Costilla de cerdo,Costilla de cerdo,Chicharron;ACTIVE
399;Ninette;Caldo;;Jamon,Camaron,Pollo;ACTIVE
400;Welsh;Bebida;;Verduras,Chuleta,Maduro;ACTIVE
401;Buddy;Caldo;;Chicharron,Ostras,Cabano;ACTIVE
402;Patrizio;Postre;;Batavia,Cerdo,Batavia;ACTIVE
403;Melisa;Sopa;;Cerdo,Cabano,Chicharron;ACTIVE
404;Norby;Postre;;Papas a la Francesa,Verduras,Chuleta;ACTIVE
405;Fredi;Sopa;;Papas,Batavia,Papas a la Francesa;ACTIVE
406;Allistir;Plato Principal;;Camaron,Papas a la Francesa,Costilla de cerdo;ACTIVE
407;Charlie;Plato Principal;;Cerdo,Camaron,Cerdo;ACTIVE
408;Ethel;Caldo;;Jamon,Pulpo,Camaron;ACTIVE
409;Blake;Plato Principal;;Chorizo,Lomo de Cerdo Ahumado,Jamon;ACTIVE
410;Annmarie;Postre;;Cerdo,Cerdo,Jamon;ACTIVE
411;Amelita;Postre;;Pulpo,Chicharron,Papas a la Francesa;ACTIVE
412;Cherlyn;Postre;;Chorizo,Cebolla,Maduro;ACTIVE
413;Zeb;Plato Secundario;;Cerdo,Papas,Pulpo;ACTIVE
414;Bo;Bebida;;Chuleta,Pollo,Pulpo;ACTIVE
415;Cornall;Postre;;Pollo,Chorizo,Lomo de Cerdo Ahumado;ACTIVE
416;Richie;Bandeja;;Costilla de cerdo,Lomo Biche,Papas;ACTIVE
417;Sergeant;Plato Secundario;;Chorizo,Camaron,Chuleta;ACTIVE
418;Bordie;Bebida;;Cebolla,Cerdo,Costilla de cerdo;ACTIVE
419;Simone;Bandeja;;Chicharron,Chicharron,Batavia;ACTIVE
420;Aldo;Bandeja;;Papas,Jamon,Lomo de Cerdo Ahumado;ACTIVE
421;Jerri;Plato Secundario;;Chuleta,Cebolla,Costilla;ACTIVE
422;Cathe;Plato Principal;;Jamon,Papas a la Francesa,Pollo;ACTIVE
423;Owen;Sopa;;Verduras,Verduras,Ostras;ACTIVE
424;Elsbeth;Bandeja;;Ostras,Verduras,Ostras;ACTIVE
425;Earlie;Postre;;Camaron,Pulpo,Chicharron;ACTIVE
426;Gabrila;Plato Principal;;Lomo de Cerdo Ahumado,Maduro,Batavia;ACTIVE
427;Maryrose;Sopa;;Batavia,Papas,Chorizo;ACTIVE
428;Sybil;Plato Principal;;Maduro,Pollo,Costilla;ACTIVE
429;Sinclare;Sopa;;Chuleta,Batavia,Cerdo;ACTIVE
430;Codie;Sopa;;Ostras,Camaron,Papas a la Francesa;ACTIVE
431;Charla;Plato Secundario;;Papas a la Francesa,Cebolla,Cerdo;ACTIVE
432;Bianka;Plato Secundario;;Jamon,Camaron,Camaron;ACTIVE
433;Geralda;Bandeja;;Costilla de cerdo,Chuleta,Cabano;ACTIVE
434;Lianne;Bebida;;Ostras,Maduro,Camaron;ACTIVE
435;Suzanne;Caldo;;Cabano,Ostras,Pollo;ACTIVE
436;Devora;Sopa;;Cebolla,Lomo Biche,Cebolla;ACTIVE
437;Arroz Mediterraneo;Bebida;;Camaron,Lomo Biche,Batavia;ACTIVE
438;Judas;Bandeja;;Cerdo,Chuleta,Cabano;ACTIVE
439;Karina;Plato Principal;;Cerdo,Cabano,Maduro;ACTIVE
440;Harlen;Bebida;;Papas,Chuleta,Pollo;ACTIVE
441;Theo;Bandeja;;Papas,Cebolla,Lomo Biche;ACTIVE
442;Gregor;Caldo;;Ostras,Batavia,Pulpo;ACTIVE
443;Hamel;Plato Principal;;Chicharron,Costilla de cerdo,Camaron;ACTIVE
444;Suzanna;Bebida;;Camaron,Pulpo,Camaron;ACTIVE
445;Huntlee;Bandeja;;Pulpo,Camaron,Pollo;ACTIVE
446;Carolyn;Bandeja;;Lomo Biche,Chorizo,Camaron;ACTIVE
447;Jules;Bebida;;Cebolla,Jamon,Chorizo;ACTIVE
448;Grier;Sopa;;Camaron,Pulpo,Maduro;ACTIVE
449;Eberhard;Plato Principal;;Pulpo,Papas,Pulpo;ACTIVE
450;Demeter;Plato Principal;;Chorizo,Lomo de Cerdo Ahumado,Pulpo;ACTIVE
451;Dolf;Postre;;Papas,Costilla de cerdo,Chorizo;ACTIVE
452;Elisabet;Plato Principal;;Maduro,Cerdo,Cebolla;ACTIVE
453;Ricard;Bebida;;Chuleta,Chorizo,Jamon;ACTIVE
454;Any;Postre;;Papas,Costilla de cerdo,Cebolla;ACTIVE
455;Harwell;Plato Principal;;Papas,Lomo Biche,Lomo de Cerdo Ahumado;ACTIVE
456;Corrie;Caldo;;Lomo de Cerdo Ahumado,Cabano,Papas a la Francesa;ACTIVE
457;Glori;Plato Secundario;;Cabano,Cerdo,Costilla de cerdo;ACTIVE
458;Bevan;Caldo;;Ostras,Chicharron,Jamon;ACTIVE
459;Giles;Bebida;;Pollo,Lomo de Cerdo Ahumado,Papas;ACTIVE
460;Maxie;Sopa;;Chorizo,Jamon,Ostras;ACTIVE
461;Cristobal;Plato Secundario;;Camaron,Verduras,Cerdo;ACTIVE
462;Ola;Bandeja;;Cerdo,Cerdo,Lomo Biche;ACTIVE
463;Baudoin;Bebida;;Chuleta,Chuleta,Chorizo;ACTIVE
464;Myrta;Bebida;;Jamon,Ostras,Cabano;ACTIVE
465;Elmer;Postre;;Chicharron,Papas a la Francesa,Batavia;ACTIVE
466;Kalila;Plato Secundario;;Chorizo,Lomo de Cerdo Ahumado,Pulpo;ACTIVE
467;Archibald;Bebida;;Cabano,Lomo de Cerdo Ahumado,Batavia;ACTIVE
468;Margery;Plato Principal;;Costilla de cerdo,Cebolla,Maduro;ACTIVE
469;Mab;Plato Secundario;;Lomo de Cerdo Ahumado,Ostras,Papas;ACTIVE
470;Britni;Bandeja;;Papas a la Francesa,Pollo,Costilla;ACTIVE
471;Olenka;Caldo;;Lomo de Cerdo Ahumado,Verduras,Camaron;ACTIVE
472;Jacki;Plato Secundario;;Costilla de cerdo,Chicharron,Batavia;ACTIVE
473;Mia;Bandeja;;Lomo de Cerdo Ahumado,Papas a la Francesa,Costilla;ACTIVE
474;Lola;Plato Secundario;;Ostras,Jamon,Ostras;ACTIVE
475;Tomas;Bandeja;;Cabano,Papas a la Francesa,Cabano;ACTIVE
476;Jared;Caldo;;Cabano,Batavia,Jamon;ACTIVE
477;Pauly;Plato Secundario;;Verduras,Verduras,Chuleta;ACTIVE
478;Malena;Plato Principal;;Papas a la Francesa,Ostras,Chuleta;ACTIVE
479;Goldy;Caldo;;Maduro,Camaron,Costilla;ACTIVE
480;Lianna;Postre;;Chorizo,Chicharron,Papas;ACTIVE
481;Adela;Bebida;;Chuleta,Verduras,Chorizo;ACTIVE
482;Marisa;Plato Secundario;;Chicharron,Cabano,Camaron;ACTIVE
483;Martita;Bandeja;;Chorizo,Maduro,Chorizo;ACTIVE
484;Alistair;Sopa;;Chuleta,Cerdo,Verduras;ACTIVE
485;Haze;Plato Principal;;Verduras,Verduras,Camaron;ACTIVE
486;Briano;Plato Secundario;;Pollo,Lomo Biche,Costilla;ACTIVE
487;Erroll;Plato Secundario;;Pulpo,Lomo de Cerdo Ahumado,Cabano;ACTIVE
488;Andie;Caldo;;Costilla de cerdo,Pollo,Costilla de cerdo;ACTIVE
489;Courtenay;Plato Secundario;;Cerdo,Cabano,Verduras;ACTIVE
490;Alisun;Caldo;;Camaron,Cebolla,Costilla de cerdo;ACTIVE
491;Sanders;Caldo;;Camaron,Pollo,Chicharron;ACTIVE
492;Lyndsey;Sopa;;Chuleta,Costilla de cerdo,Cabano;ACTIVE
493;Benedetta;Plato Principal;;Pulpo,Cabano,Chorizo;ACTIVE
494;Marianne;Plato Principal;;Costilla de cerdo,Chicharron,Costilla de cerdo;ACTIVE
495;Amalee;Postre;;Camaron,Jamon,Pollo;ACTIVE
496;Eugen;Plato Principal;;Maduro,Jamon,Chicharron;ACTIVE
497;Enrika;Caldo;;Costilla de cerdo,Cebolla,Chorizo;ACTIVE
498;Neil;Sopa;;Pulpo,Papas a la Francesa,Costilla de cerdo;ACTIVE
499;Base;Sopa;;Jamon,Jamon,Lomo Biche;ACTIVE
500;Lambert;Sopa;;Papas,Papas,Pollo;ACTIVE
501;Deck;Sopa;;Costilla de cerdo,Costilla de cerdo,Costilla;ACTIVE
502;Conway;Plato Principal;;Cerdo,Cabano,Lomo Biche;ACTIVE
503;Ellis;Caldo;;Papas a la Francesa,Chorizo,Chicharron;ACTIVE
504;Bunnie;Sopa;;Papas,Camaron,Pulpo;ACTIVE
505;Jase;Bandeja;;Cebolla,Pulpo,Cabano;ACTIVE
506;Leonidas;Caldo;;Costilla de cerdo,Lomo Biche,Ostras;ACTIVE
507;Aleda;Bandeja;;Camaron,Cerdo,Pollo;ACTIVE
508;Matthaeus;Plato Principal;;Chuleta,Maduro,Chorizo;ACTIVE
509;Georgeanne;Caldo;;Camaron,Cerdo,Papas;ACTIVE
510;Feliks;Plato Principal;;Ostras,Papas a la Francesa,Costilla de cerdo;ACTIVE
511;Cordi;Caldo;;Costilla,Cerdo,Pulpo;ACTIVE
512;Granger;Caldo;;Verduras,Papas a la Francesa,Lomo Biche;ACTIVE
513;Lanny;Bebida;;Cebolla,Camaron,Costilla;ACTIVE
514;Ardene;Caldo;;Chuleta,Papas a la Francesa,Jamon;ACTIVE
515;Skipper;Plato Principal;;Pollo,Verduras,Papas a la Francesa;ACTIVE
516;Aveline;Plato Secundario;;Lomo Biche,Lomo Biche,Ostras;ACTIVE
517;Thorin;Sopa;;Verduras,Pulpo,Papas a la Francesa;ACTIVE
518;Rosene;Plato Secundario;;Pulpo,Cabano,Cabano;ACTIVE
519;Edlin;Postre;;Camaron,Chuleta,Chorizo;ACTIVE
520;Stesha;Bebida;;Cabano,Chuleta,Batavia;ACTIVE
521;Ashton;Plato Secundario;;Batavia,Pulpo,Pollo;ACTIVE
522;Flossy;Bebida;;Pulpo,Cerdo,Lomo Biche;ACTIVE
523;Harmonia;Plato Principal;;Costilla de cerdo,Chorizo,Pulpo;ACTIVE
524;Sancho;Bebida;;Papas a la Francesa,Lomo Biche,Cerdo;ACTIVE
525;Parrnell;Caldo;;Papas,Maduro,Verduras;ACTIVE
526;Connie;Bebida;;Cebolla,Ostras,Papas;ACTIVE
527;Desiree;Postre;;Lomo Biche,Lomo Biche,Chicharron;ACTIVE
528;Ginny;Bandeja;;Pollo,Papas,Lomo de Cerdo Ahumado;ACTIVE
529;Yasmin;Plato Principal;;Verduras,Jamon,Cabano;ACTIVE
530;Carri;Bebida;;Cebolla,Lomo de Cerdo Ahumado,Ostras;ACTIVE
531;Abey;Plato Secundario;;Batavia,Verduras,Costilla de cerdo;ACTIVE
532;Brigit;Bebida;;Pollo,Cabano,Lomo Biche;ACTIVE
533;Marie-jeanne;Sopa;;Pollo,Verduras,Lomo Biche;ACTIVE
534;Trevar;Caldo;;Papas,Cabano,Costilla;ACTIVE
535;Isa;Bandeja;;Chuleta,Batavia,Batavia;ACTIVE
536;Kirstyn;Caldo;;Pulpo,Cebolla,Pulpo;ACTIVE
537;Chalmers;Bebida;;Cebolla,Ostras,Lomo de Cerdo Ahumado;ACTIVE
538;Raquel;Bandeja;;Jamon,Chorizo,Camaron;ACTIVE
539;Kristi;Caldo;;Batavia,Cebolla,Pulpo;ACTIVE
540;Raimondo;Plato Secundario;;Batavia,Lomo Biche,Cebolla;ACTIVE
541;Boony;Sopa;;Pollo,Costilla de cerdo,Costilla de cerdo;ACTIVE
542;Northrop;Caldo;;Chicharron,Cabano,Lomo de Cerdo Ahumado;ACTIVE
543;Cindra;Sopa;;Lomo Biche,Jamon,Cebolla;ACTIVE
544;Eugenie;Plato Principal;;Lomo Biche,Maduro,Cebolla;ACTIVE
545;Sammie;Bebida;;Cerdo,Chorizo,Batavia;ACTIVE
546;Janeva;Caldo;;Chorizo,Chuleta,Ostras;ACTIVE
547;Joan;Postre;;Chorizo,Papas,Ostras;ACTIVE
548;Spike;Plato Secundario;;Cebolla,Pulpo,Chicharron;ACTIVE
549;Glynn;Caldo;;Lomo Biche,Lomo Biche,Ostras;ACTIVE
550;Ava;Sopa;;Cabano,Jamon,Chuleta;ACTIVE
551;Mickey;Plato Principal;;Chuleta,Cebolla,Costilla de cerdo;ACTIVE
552;Lorilee;Bandeja;;Papas,Pulpo,Camaron;ACTIVE
553;Iosep;Bandeja;;Camaron,Cerdo,Lomo Biche;ACTIVE
554;Chop Suey;Plato Principal;;Maduro,Costilla,Lomo Biche;ACTIVE
555;Chauncey;Bebida;;Batavia,Chorizo,Cabano;ACTIVE
556;Denice;Bebida;;Jamon,Pulpo,Cebolla;ACTIVE
557;Reena;Plato Secundario;;Maduro,Lomo Biche,Jamon;ACTIVE
558;Abram;Plato Secundario;;Chorizo,Costilla,Jamon;ACTIVE
559;Kent;Plato Secundario;;Jamon,Chuleta,Costilla;ACTIVE
560;Missy;Bandeja;;Verduras,Costilla de cerdo,Chicharron;ACTIVE
561;Elizabet;Plato Principal;;Jamon,Costilla,Cebolla;ACTIVE
562;Hobey;Bebida;;Pollo,Cebolla,Camaron;ACTIVE
563;Toddie;Bandeja;;Jamon,Verduras,Cabano;ACTIVE
564;Dore;Plato Secundario;;Jamon,Chuleta,Verduras;ACTIVE
565;Noak;Plato Secundario;;Cabano,Papas a la Francesa,Lomo de Cerdo Ahumado;ACTIVE
566;Reggis;Plato Secundario;;Papas,Jamon,Cebolla;ACTIVE
567;Zoe;Postre;;Cebolla,Costilla,Chicharron;ACTIVE
568;Brandtr;Caldo;;Chuleta,Cebolla,Lomo Biche;ACTIVE
569;Kassandra;Postre;;Cebolla,Cabano,Papas a la Francesa;ACTIVE
570;Celestina;Postre;;Papas,Cerdo,Cabano;ACTIVE
571;Cleve;Caldo;;Chicharron,Batavia,Camaron;ACTIVE
572;Hal;Plato Principal;;Chuleta,Chorizo,Pulpo;ACTIVE
573;Laney;Postre;;Camaron,Ostras,Verduras;ACTIVE
574;Tadeo;Bandeja;;Cerdo,Lomo Biche,Chicharron;ACTIVE
575;Morey;Plato Secundario;;Cabano,Pollo,Lomo de Cerdo Ahumado;ACTIVE
576;Zola;Plato Secundario;;Jamon,Verduras,Cerdo;ACTIVE
577;Fina;Caldo;;Chuleta,Chicharron,Papas a la Francesa;ACTIVE
578;Austina;Postre;;Batavia,Verduras,Jamon;ACTIVE
579;Dario;Plato Secundario;;Costilla de cerdo,Chuleta,Maduro;ACTIVE
580;Romy;Bebida;;Costilla,Cebolla,Cebolla;ACTIVE
581;Melony;Plato Principal;;Costilla,Verduras,Cebolla;ACTIVE
582;Moss;Plato Secundario;;Lomo Biche,Papas,Papas a la Francesa;ACTIVE
583;Gustaf;Caldo;;Chicharron,Batavia,Maduro;ACTIVE
584;Archibaldo;Plato Principal;;Jamon,Ostras,Lomo de Cerdo Ahumado;ACTIVE
585;Derril;Bebida;;Papas a la Francesa,Pulpo,Chorizo;ACTIVE
586;Lefty;Plato Secundario;;Chorizo,Cerdo,Cebolla;ACTIVE
587;Etan;Bebida;;Cebolla,Maduro,Batavia;ACTIVE
588;Weylin;Bandeja;;Cabano,Maduro,Chuleta;ACTIVE
589;Colet;Plato Principal;;Camaron,Chicharron,Camaron;ACTIVE
590;Angelo;Sopa;;Lomo de Cerdo Ahumado,Lomo Biche,Cebolla;ACTIVE
591;Haroun;Caldo;;Camaron,Costilla,Chuleta;ACTIVE
592;Tedd;Plato Secundario;;Costilla,Chuleta,Chorizo;ACTIVE
593;Patsy;Plato Secundario;;Ostras,Lomo Biche,Papas;ACTIVE
594;Jeffrey;Sopa;;Papas a la Francesa,Pollo,Cerdo;ACTIVE
595;Conny;Bebida;;Chuleta,Ostras,Costilla de cerdo;ACTIVE
596;Sampson;Bandeja;;Maduro,Pulpo,Papas;ACTIVE
597;Jerald;Bebida;;Verduras,Costilla,Chorizo;ACTIVE
598;Ulrike;Postre;;Chorizo,Cebolla,Batavia;ACTIVE
599;Townie;Bebida;;Costilla de cerdo,Cerdo,Verduras;ACTIVE
600;Isabeau;Plato Principal;;Cabano,Papas,Papas a la Francesa;ACTIVE
601;Hayden;Bebida;;Cebolla,Papas a la Francesa,Batavia;ACTIVE
602;Florri;Plato Principal;;Costilla,Batavia,Lomo Biche;ACTIVE
603;Skelly;Caldo;;Chuleta,Pollo,Chuleta;ACTIVE
604;Evangelia;Postre;;Cabano,Chuleta,Jamon;ACTIVE
605;Shirleen;Postre;;Verduras,Cebolla,Chicharron;ACTIVE
606;Lenette;Postre;;Maduro,Chuleta,Cabano;ACTIVE
607;Dorice;Plato Principal;;Pollo,Chorizo,Costilla;ACTIVE
608;Murry;Sopa;;Cabano,Papas a la Francesa,Batavia;ACTIVE
609;Leodora;Bebida;;Ostras,Lomo Biche,Verduras;ACTIVE
610;Quinton;Plato Secundario;;Ostras,Papas,Pulpo;ACTIVE
611;Lorrie;Sopa;;Costilla,Cabano,Pollo;ACTIVE
612;Emilee;Plato Secundario;;Lomo Biche,Papas,Camaron;ACTIVE
613;Cassondra;Caldo;;Chuleta,Papas a la Francesa,Pulpo;ACTIVE
614;Arlyn;Sopa;;Costilla,Jamon,Papas a la Francesa;ACTIVE
615;Rowney;Plato Secundario;;Lomo de Cerdo Ahumado,Costilla de cerdo,Costilla de cerdo;ACTIVE
616;Les;Bandeja;;Jamon,Chorizo,Jamon;ACTIVE
617;Arroz Oriental;Caldo;;Papas,Papas,Chicharron;ACTIVE
618;Tymon;Sopa;;Lomo de Cerdo Ahumado,Lomo de Cerdo Ahumado,Costilla de cerdo;ACTIVE
619;Mag;Plato Principal;;Chicharron,Chorizo,Lomo Biche;ACTIVE
