CASA DORADA PRODUCTS REPORT
Code; Name;Product type;Product size;Ingredients;State;Price
283;Maserati;Plato principal;Combo para dos;Costilla,Lomo biche,Cabano;ACTIVE;142923.0
284;Bernita;Bebida;Personal;Cabano,Costilla,Costilla;ACTIVE;124769.0
285;Atalanta;Bandeja;Personal;Cebolla,Camaron,Lomo biche;ACTIVE;43667.0
286;Jeep;Bebida;Familiar;Verduras,Cebolla,Camaron;ACTIVE;116172.0
287;Marmaduke;Bandeja;Personal;Jamon,Costilla de cerdo,Batavia;ACTIVE;43077.0
288;Thomas;Postre;Personal;Cebolla,Chorizo,Cebolla;ACTIVE;25571.0
289;Ethelda;Postre;Combo para dos;Camaron,Chuleta,Batavia;ACTIVE;101858.0
290;Skelly;Adicionales;Caja para dos;Cabano,Lomo de cerdo ahumado,Chuleta;ACTIVE;113733.0
291;Arroz Valluno;Adicionales;Combo para dos;Pollo,Ostras,Cabano;ACTIVE;83618.0
292;Vanda;Adicionales;Combo para dos;Chorizo,Verduras,Costilla;ACTIVE;94673.0
293;Lincoln;Adicionales;Combo para dos;Papas a la francesa,Cabano,Maduro;ACTIVE;122837.0
294;Clemmy;Plato principal;Personal;Chorizo,Ostras,Costilla de cerdo;ACTIVE;41605.0
295;Kia;Adicionales;Caja para dos;Papas,Verduras,Chicharron;ACTIVE;66485.0
296;Hallsy;Plato secundario;Caja personal;Batavia,Chuleta,Papas a la francesa;ACTIVE;149186.0
297;Lotus;Plato principal;Personal;Cabano,Pulpo,Cabano;ACTIVE;119511.0
298;Arroz a la barbacoa;Postre;Combo para dos;Costilla de cerdo,Cerdo,Chicharron;ACTIVE;75830.0
299;Gael;Caldo;Caja para dos;Ostras,Chicharron,Maduro;ACTIVE;20274.0
300;Hanson;Plato secundario;Caja personal;Costilla de cerdo,Verduras,Verduras;ACTIVE;117743.0
301;Robbin;Plato principal;Combo para dos;Cebolla,Cerdo,Papas;ACTIVE;19190.0
302;Infiniti;Adicionales;Combo para dos;Chicharron,Cebolla,Verduras;ACTIVE;77746.0
303;Jenni;Postre;Caja personal;Batavia,Lomo biche,Chorizo;ACTIVE;133806.0
304;Studebaker;Bandeja;Combo para dos;Pollo,Lomo biche,Cabano;ACTIVE;29187.0
305;Suzuki;Bebida;Caja para dos;Chuleta,Lomo biche,Cebolla;ACTIVE;49983.0
306;Raquel;Bandeja;Caja para dos;Jamon,Chorizo,Camaron;ACTIVE;123425.0
307;Subaru;Adicionales;Combo para dos;Costilla,Costilla de cerdo,Chorizo;ACTIVE;50036.0
308;Lexus;Adicionales;Familiar;Camaron,Chuleta,Chicharron;ACTIVE;84028.0
309;Plymouth;Bandeja;Caja personal;Ostras,Maduro,Costilla;ACTIVE;147934.0
310;Tomas;Bandeja;Combo para dos;Cabano,Papas a la francesa,Cabano;ACTIVE;55568.0
311;Bertina;Bandeja;Caja personal;Camaron,Pollo,Lomo de cerdo ahumado;ACTIVE;117229.0
312;Farica;Caldo;Caja personal;Chicharron,Chorizo,Chuleta;ACTIVE;78457.0
313;Ardene;Caldo;Caja personal;Chuleta,Papas a la francesa,Jamon;ACTIVE;71966.0
314;Elsbeth;Adicionales;Familiar;Costilla de cerdo,Pulpo,Cerdo;ACTIVE;115993.0
315;Bentley;Plato principal;Personal;Pulpo,Cerdo,Jamon;ACTIVE;112219.0
316;Saab;Plato secundario;Caja personal;Chuleta,Chuleta,Papas a la francesa;ACTIVE;76696.0
317;Jeep;Bebida;Caja para dos;Verduras,Cebolla,Camaron;ACTIVE;71762.0
318;Subaru;Adicionales;Caja personal;Costilla,Costilla de cerdo,Chorizo;ACTIVE;61736.0
319;Hummer;Caldo;Caja para dos;Maduro,Pollo,Jamon;ACTIVE;136802.0
320;North;Bebida;Combo para dos;Maduro,Chuleta,Lomo de cerdo ahumado;ACTIVE;17550.0
321;Braden;Bandeja;Combo para dos;Cerdo,Chicharron,Verduras;ACTIVE;86062.0
322;Massimo;Adicionales;Combo para dos;Costilla de cerdo,Costilla de cerdo,Jamon;ACTIVE;12237.0
323;Amandie;Caldo;Personal;Chorizo,Chuleta,Pollo;ACTIVE;141190.0
324;Alphard;Postre;Familiar;Cabano,Jamon,Jamon;ACTIVE;44823.0
325;Malena;Plato principal;Familiar;Papas a la francesa,Ostras,Chuleta;ACTIVE;97683.0
326;Ferrari;Bandeja;Caja personal;Maduro,Lomo de cerdo ahumado,Pollo;ACTIVE;91634.0
327;Natka;Postre;Personal;Ostras,Cabano,Batavia;ACTIVE;9171.0
328;Amandie;Caldo;Caja personal;Chorizo,Chuleta,Pollo;ACTIVE;137089.0
329;Olia;Sopa;Combo para dos;Ostras,Cabano,Papas;ACTIVE;58108.0
330;Maybach;Plato principal;Caja para dos;Chorizo,Papas a la francesa,Jamon;ACTIVE;97157.0
331;Caro;Postre;Caja personal;Cebolla,Cabano,Chuleta;ACTIVE;30744.0
332;Tomlin;Caldo;Caja personal;Papas a la francesa,Pollo,Papas;ACTIVE;145091.0
333;Rurik;Adicionales;Combo para dos;Chorizo,Jamon,Jamon;ACTIVE;136635.0
334;Jasmin;Plato secundario;Combo para dos;Lomo biche,Verduras,Pollo;ACTIVE;46231.0
335;Volvo;Bandeja;Combo para dos;Chicharron,Chorizo,Batavia;ACTIVE;99746.0
336;Jeep;Bebida;Combo para dos;Verduras,Cebolla,Camaron;ACTIVE;128342.0
337;Hyundai;Sopa;Combo para dos;Chuleta,Costilla,Camaron;ACTIVE;98146.0
338;Ferrel;Bandeja;Caja personal;Maduro,Verduras,Cabano;ACTIVE;121016.0
339;Natka;Postre;Familiar;Ostras,Cabano,Batavia;ACTIVE;93125.0
340;Lenore;Bandeja;Combo para dos;Cebolla,Cabano,Cabano;ACTIVE;80799.0
341;Suzuki;Bebida;Familiar;Chuleta,Lomo biche,Cebolla;ACTIVE;10537.0
342;Anjanette;Plato principal;Caja personal;Pulpo,Jamon,Verduras;ACTIVE;66641.0
343;Fletch;Caldo;Combo para dos;Camaron,Camaron,Chorizo;ACTIVE;46783.0
344;Una;Sopa;Caja para dos;Maduro,Verduras,Lomo biche;ACTIVE;109055.0
345;Molli;Adicionales;Caja personal;Maduro,Pollo,Chuleta;ACTIVE;24855.0
346;Ola;Bandeja;Combo para dos;Cerdo,Cerdo,Lomo biche;ACTIVE;11717.0
347;Oldsmobile;Postre;Combo para dos;Batavia,Pulpo,Costilla de cerdo;ACTIVE;42786.0
348;Mia;Bandeja;Personal;Lomo de cerdo ahumado,Papas a la francesa,Costilla;ACTIVE;128417.0
349;Isador;Plato principal;Personal;Chicharron,Papas,Camaron;ACTIVE;112515.0
350;Ludovika;Adicionales;Familiar;Papas,Cerdo,Lomo de cerdo ahumado;ACTIVE;6180.0
351;Mazda;Bebida;Combo para dos;Pulpo,Batavia,Costilla;ACTIVE;44118.0
352;Hubey;Postre;Caja para dos;Papas,Cebolla,Pulpo;ACTIVE;4272.0
353;Conny;Adicionales;Familiar;Chorizo,Cebolla,Ostras;ACTIVE;96567.0
354;Devora;Sopa;Familiar;Cebolla,Lomo biche,Cebolla;ACTIVE;69271.0
355;Goldy;Adicionales;Caja para dos;Chorizo,Costilla,Cebolla;ACTIVE;95515.0
356;Corena;Adicionales;Personal;Chorizo,Pulpo,Cebolla;ACTIVE;21436.0
357;Raphaela;Plato principal;Personal;Cerdo,Ostras,Papas;ACTIVE;113482.0
358;Elisabet;Plato principal;Familiar;Maduro,Cerdo,Cebolla;ACTIVE;65577.0
359;Norina;Adicionales;Caja para dos;Lomo biche,Lomo biche,Ostras;ACTIVE;110361.0
360;Lenette;Postre;Personal;Maduro,Chuleta,Cabano;ACTIVE;94042.0
361;Dody;Bandeja;Personal;Costilla de cerdo,Chicharron,Lomo biche;ACTIVE;149891.0
362;Jermaine;Adicionales;Combo para dos;Lomo de cerdo ahumado,Cerdo,Papas a la francesa;ACTIVE;18523.0
363;Raddy;Sopa;Combo para dos;Papas a la francesa,Lomo biche,Batavia;ACTIVE;143460.0
364;Townie;Bebida;Caja personal;Costilla de cerdo,Cerdo,Verduras;ACTIVE;75658.0
365;MINI;Sopa;Caja para dos;Chuleta,Verduras,Camaron;ACTIVE;139510.0
366;Haze;Plato principal;Personal;Verduras,Verduras,Camaron;ACTIVE;53550.0
367;Bentley;Plato principal;Caja personal;Pulpo,Cerdo,Jamon;ACTIVE;66470.0
368;Glynn;Caldo;Caja personal;Lomo biche,Lomo biche,Ostras;ACTIVE;57241.0
369;Hanson;Plato secundario;Familiar;Costilla de cerdo,Verduras,Verduras;ACTIVE;59495.0
370;Ira;Plato secundario;Caja para dos;Maduro,Batavia,Batavia;ACTIVE;70628.0
371;Rosabelle;Caldo;Caja personal;Maduro,Cabano,Cebolla;ACTIVE;41754.0
372;Farica;Caldo;Familiar;Chicharron,Chorizo,Chuleta;ACTIVE;60004.0
373;Abey;Plato secundario;Familiar;Batavia,Verduras,Costilla de cerdo;ACTIVE;28824.0
374;Wallache;Adicionales;Caja para dos;Pollo,Lomo de cerdo ahumado,Batavia;ACTIVE;1497.0
375;Randa;Bebida;Familiar;Cabano,Lomo de cerdo ahumado,Papas a la francesa;ACTIVE;115576.0
376;Oldsmobile;Postre;Familiar;Batavia,Pulpo,Costilla de cerdo;ACTIVE;108106.0
377;Hirsch;Bandeja;Caja para dos;Cerdo,Costilla de cerdo,Costilla;ACTIVE;64277.0
378;Suzanne;Caldo;Combo para dos;Cabano,Ostras,Pollo;ACTIVE;3343.0
379;Infiniti;Adicionales;Familiar;Chicharron,Cebolla,Verduras;ACTIVE;137116.0
380;Derril;Bebida;Personal;Papas a la francesa,Pulpo,Chorizo;ACTIVE;23507.0
381;Carlin;Postre;Caja para dos;Cebolla,Cabano,Papas a la francesa;ACTIVE;86328.0
382;Garrett;Plato secundario;Caja personal;Chuleta,Camaron,Lomo de cerdo ahumado;ACTIVE;46219.0
383;Evonne;Adicionales;Familiar;Cabano,Costilla de cerdo,Chuleta;ACTIVE;22465.0
384;Fidelity;Adicionales;Familiar;Camaron,Papas a la francesa,Cebolla;ACTIVE;142734.0
385;Charity;Bandeja;Combo para dos;Batavia,Chorizo,Lomo de cerdo ahumado;ACTIVE;27397.0
386;Feliks;Plato principal;Caja para dos;Ostras,Papas a la francesa,Costilla de cerdo;ACTIVE;106389.0
387;Osbert;Plato principal;Combo para dos;Jamon,Ostras,Lomo biche;ACTIVE;1067.0
388;Marisa;Plato secundario;Caja para dos;Chicharron,Cabano,Camaron;ACTIVE;116289.0
389;Donna;Adicionales;Caja personal;Batavia,Camaron,Camaron;ACTIVE;101457.0
390;Marcile;Adicionales;Caja personal;Lomo biche,Ostras,Lomo biche;ACTIVE;95087.0
391;Willa;Adicionales;Caja para dos;Chicharron,Cerdo,Lomo de cerdo ahumado;ACTIVE;134349.0
392;Quill;Plato secundario;Personal;Costilla,Lomo de cerdo ahumado,Chicharron;ACTIVE;35447.0
393;Sancho;Bebida;Caja para dos;Papas a la francesa,Lomo biche,Cerdo;ACTIVE;92732.0
394;Reena;Plato secundario;Familiar;Maduro,Lomo biche,Jamon;ACTIVE;7438.0
395;Richie;Bandeja;Familiar;Costilla de cerdo,Lomo biche,Papas;ACTIVE;39410.0
396;Mercedes-Benz;Sopa;Combo para dos;Costilla de cerdo,Cabano,Camaron;ACTIVE;45067.0
397;Ricard;Adicionales;Combo para dos;Costilla de cerdo,Cebolla,Costilla de cerdo;ACTIVE;88246.0
398;Dorice;Plato principal;Combo para dos;Pollo,Chorizo,Costilla;ACTIVE;33930.0
399;Yasmin;Plato principal;Caja personal;Verduras,Jamon,Cabano;ACTIVE;16431.0
400;Harald;Plato secundario;Familiar;Cebolla,Pulpo,Papas a la francesa;ACTIVE;61543.0
401;Odey;Postre;Personal;Papas,Ostras,Cebolla;ACTIVE;46096.0
402;Weston;Postre;Combo para dos;Camaron,Verduras,Batavia;ACTIVE;86928.0
403;Cordi;Caldo;Familiar;Costilla,Cerdo,Pulpo;ACTIVE;120364.0
404;Lindon;Bandeja;Familiar;Costilla,Costilla de cerdo,Chuleta;ACTIVE;129413.0
405;Cadillac;Caldo;Combo para dos;Camaron,Lomo biche,Papas a la francesa;ACTIVE;4379.0
406;Robinette;Postre;Personal;Papas,Cabano,Ostras;ACTIVE;58146.0
407;Buddy;Caldo;Personal;Chicharron,Ostras,Cabano;ACTIVE;120944.0
408;Pontiac;Postre;Familiar;Pollo,Lomo biche,Papas a la francesa;ACTIVE;111199.0
409;Kaila;Bebida;Caja para dos;Lomo biche,Lomo biche,Cebolla;ACTIVE;55655.0
410;Gifford;Sopa;Familiar;Chicharron,Batavia,Chicharron;ACTIVE;20875.0
411;Briano;Plato secundario;Familiar;Pollo,Lomo biche,Costilla;ACTIVE;29503.0
412;Janeva;Caldo;Caja para dos;Chorizo,Chuleta,Ostras;ACTIVE;54192.0
413;Karry;Bandeja;Caja personal;Papas a la francesa,Cebolla,Cerdo;ACTIVE;68263.0
414;Hazlett;Sopa;Familiar;Cabano,Lomo de cerdo ahumado,Ostras;ACTIVE;32206.0
415;Irving;Caldo;Combo para dos;Cabano,Jamon,Chorizo;ACTIVE;137390.0
416;Holden;Postre;Caja para dos;Cabano,Costilla,Papas;ACTIVE;22720.0
417;Les;Bandeja;Familiar;Jamon,Chorizo,Jamon;ACTIVE;34438.0
418;Tymon;Adicionales;Caja para dos;Batavia,Papas a la francesa,Pulpo;ACTIVE;25329.0
419;Ram;Bandeja;Familiar;Papas a la francesa,Batavia,Verduras;ACTIVE;33397.0
420;Nanice;Bandeja;Combo para dos;Maduro,Camaron,Lomo biche;ACTIVE;109853.0
421;Phil;Plato secundario;Caja para dos;Papas a la francesa,Papas,Costilla de cerdo;ACTIVE;48707.0
422;Amaleta;Caldo;Caja para dos;Ostras,Batavia,Ostras;ACTIVE;133052.0
423;Acura;Bandeja;Personal;Costilla de cerdo,Chuleta,Maduro;ACTIVE;74809.0
424;Tybi;Postre;Caja para dos;Lomo biche,Pollo,Pollo;ACTIVE;100456.0
425;Zola;Plato secundario;Combo para dos;Jamon,Verduras,Cerdo;ACTIVE;79615.0
426;Shelba;Postre;Caja personal;Batavia,Pulpo,Pulpo;ACTIVE;110695.0
427;Eugenie;Plato principal;Caja para dos;Lomo biche,Maduro,Cebolla;ACTIVE;45256.0
428;Volkswagen;Plato secundario;Caja para dos;Papas,Lomo biche,Maduro;ACTIVE;94252.0
429;Gail;Adicionales;Caja personal;Chuleta,Lomo de cerdo ahumado,Verduras;ACTIVE;149445.0
430;Alfa Romeo;Sopa;Caja personal;Verduras,Pollo,Costilla;ACTIVE;104596.0
431;Hildy;Sopa;Caja personal;Costilla,Maduro,Chuleta;ACTIVE;67895.0
432;Maybach;Plato principal;Caja personal;Chorizo,Papas a la francesa,Jamon;ACTIVE;27628.0
433;Charlton;Adicionales;Familiar;Chicharron,Papas,Cerdo;ACTIVE;147485.0
434;Archibaldo;Plato principal;Caja para dos;Jamon,Ostras,Lomo de cerdo ahumado;ACTIVE;81635.0
435;Phylis;Plato principal;Caja para dos;Camaron,Lomo biche,Pollo;ACTIVE;146219.0
436;Trude;Plato secundario;Caja para dos;Cerdo,Jamon,Batavia;ACTIVE;95806.0
437;Conny;Adicionales;Caja personal;Chorizo,Cebolla,Ostras;ACTIVE;52001.0
438;Geo;Caldo;Combo para dos;Costilla de cerdo,Cabano,Camaron;ACTIVE;45889.0
439;Calv;Sopa;Combo para dos;Papas a la francesa,Cerdo,Pollo;ACTIVE;74529.0
440;Arlyn;Sopa;Personal;Costilla,Jamon,Papas a la francesa;ACTIVE;44086.0
441;Erminia;Bebida;Caja para dos;Maduro,Ostras,Chuleta;ACTIVE;1686.0
442;Trude;Plato secundario;Personal;Cerdo,Jamon,Batavia;ACTIVE;60975.0
443;Maddi;Adicionales;Caja para dos;Lomo de cerdo ahumado,Papas,Lomo biche;ACTIVE;135336.0
444;Isa;Bandeja;Familiar;Chuleta,Batavia,Batavia;ACTIVE;23302.0
445;Mareah;Caldo;Caja personal;Batavia,Chuleta,Chuleta;ACTIVE;110480.0
446;Isuzu;Bebida;Caja personal;Chuleta,Papas,Pollo;ACTIVE;97360.0
447;Ilaire;Plato principal;Personal;Chorizo,Ostras,Lomo biche;ACTIVE;124301.0
448;Quill;Plato secundario;Caja para dos;Costilla,Lomo de cerdo ahumado,Chicharron;ACTIVE;72622.0
449;Elle;Sopa;Familiar;Chorizo,Pollo,Chuleta;ACTIVE;134936.0
450;Simone;Bandeja;Personal;Chicharron,Chicharron,Batavia;ACTIVE;89540.0
451;Dido;Bandeja;Familiar;Lomo de cerdo ahumado,Chicharron,Batavia;ACTIVE;107891.0
452;Gregor;Caldo;Personal;Ostras,Batavia,Pulpo;ACTIVE;16984.0
453;Claudelle;Sopa;Personal;Cabano,Papas,Batavia;ACTIVE;11523.0
454;Terrell;Bebida;Familiar;Verduras,Pulpo,Chuleta;ACTIVE;65786.0
455;Petra;Postre;Personal;Lomo de cerdo ahumado,Batavia,Maduro;ACTIVE;17798.0
456;Stephen;Caldo;Combo para dos;Papas a la francesa,Lomo biche,Ostras;ACTIVE;80740.0
457;Dore;Plato secundario;Combo para dos;Jamon,Chuleta,Verduras;ACTIVE;117460.0
458;Georgie;Caldo;Caja para dos;Cebolla,Pulpo,Costilla;ACTIVE;68911.0
459;Matthaeus;Plato principal;Personal;Chuleta,Maduro,Chorizo;ACTIVE;106057.0
460;Dallas;Sopa;Familiar;Batavia,Chicharron,Cerdo;ACTIVE;63589.0
461;Rickey;Bandeja;Caja personal;Cerdo,Maduro,Costilla;ACTIVE;98064.0
462;Weston;Postre;Familiar;Camaron,Verduras,Batavia;ACTIVE;24077.0
463;Ferrari;Bandeja;Personal;Maduro,Lomo de cerdo ahumado,Pollo;ACTIVE;75918.0
464;Colet;Plato principal;Familiar;Camaron,Chicharron,Camaron;ACTIVE;31772.0
465;Arlyn;Sopa;Combo para dos;Costilla,Jamon,Papas a la francesa;ACTIVE;87341.0
466;Ellis;Caldo;Caja personal;Papas a la francesa,Chorizo,Chicharron;ACTIVE;8958.0
467;Saturn;Bandeja;Caja para dos;Maduro,Batavia,Papas;ACTIVE;123799.0
468;Elsbeth;Adicionales;Caja personal;Costilla de cerdo,Pulpo,Cerdo;ACTIVE;147223.0
469;Regen;Plato principal;Personal;Papas a la francesa,Verduras,Batavia;ACTIVE;141773.0
470;Weston;Postre;Caja para dos;Camaron,Verduras,Batavia;ACTIVE;45494.0
471;Infiniti;Adicionales;Personal;Chicharron,Cebolla,Verduras;ACTIVE;149878.0
472;Saturn;Bandeja;Personal;Maduro,Batavia,Papas;ACTIVE;129956.0
473;Katlin;Adicionales;Caja personal;Ostras,Chicharron,Costilla;ACTIVE;55684.0
474;Aluino;Plato secundario;Caja personal;Costilla,Cebolla,Chorizo;ACTIVE;144675.0
475;Justine;Bandeja;Personal;Cebolla,Lomo de cerdo ahumado,Papas;ACTIVE;103013.0
476;Richie;Bandeja;Combo para dos;Costilla de cerdo,Lomo biche,Papas;ACTIVE;7209.0
477;Hayden;Bebida;Familiar;Cebolla,Papas a la francesa,Batavia;ACTIVE;36074.0
478;Orelee;Plato secundario;Combo para dos;Chorizo,Costilla de cerdo,Papas;ACTIVE;139297.0
479;Cadillac;Caldo;Caja para dos;Camaron,Lomo biche,Papas a la francesa;ACTIVE;124761.0
480;Grata;Adicionales;Caja personal;Ostras,Papas,Camaron;ACTIVE;99337.0
481;Hedwiga;Adicionales;Personal;Chicharron,Chicharron,Pulpo;ACTIVE;8663.0
482;Cristobal;Plato secundario;Personal;Camaron,Verduras,Cerdo;ACTIVE;114532.0
483;Aluino;Plato secundario;Combo para dos;Costilla,Cebolla,Chorizo;ACTIVE;30583.0
484;Lamborghini;Adicionales;Caja personal;Verduras,Pollo,Papas a la francesa;ACTIVE;115949.0
485;Hamel;Plato principal;Familiar;Chicharron,Costilla de cerdo,Camaron;ACTIVE;25790.0
486;Theressa;Bebida;Caja para dos;Cebolla,Chuleta,Costilla;ACTIVE;47682.0
487;Arlyn;Sopa;Familiar;Costilla,Jamon,Papas a la francesa;ACTIVE;33820.0
488;Odey;Postre;Caja para dos;Papas,Ostras,Cebolla;ACTIVE;53850.0
489;Volvo;Bandeja;Caja para dos;Chicharron,Chorizo,Batavia;ACTIVE;144897.0
490;Willa;Adicionales;Caja personal;Chicharron,Cerdo,Lomo de cerdo ahumado;ACTIVE;106399.0
491;Staffard;Bandeja;Caja personal;Papas,Costilla,Pulpo;ACTIVE;75356.0
492;Evangelia;Postre;Familiar;Cabano,Chuleta,Jamon;ACTIVE;102005.0
493;Studebaker;Bandeja;Familiar;Pollo,Lomo biche,Cabano;ACTIVE;106502.0
494;Arabelle;Plato secundario;Caja personal;Papas,Jamon,Chuleta;ACTIVE;104607.0
495;Flory;Adicionales;Caja personal;Chorizo,Ostras,Chicharron;ACTIVE;95836.0
496;Marshal;Plato secundario;Caja para dos;Chuleta,Cebolla,Costilla;ACTIVE;52601.0
497;Caryl;Plato principal;Personal;Jamon,Verduras,Costilla;ACTIVE;81534.0
498;Sinclare;Sopa;Caja personal;Chuleta,Batavia,Cerdo;ACTIVE;147770.0
499;Amaleta;Caldo;Caja personal;Ostras,Batavia,Ostras;ACTIVE;96025.0
500;Reid;Plato principal;Caja para dos;Maduro,Ostras,Camaron;ACTIVE;65548.0
501;Dolf;Postre;Caja personal;Papas,Costilla de cerdo,Chorizo;ACTIVE;128960.0
502;Krista;Postre;Familiar;Papas a la francesa,Ostras,Cabano;ACTIVE;9665.0
503;Kirstyn;Caldo;Familiar;Pulpo,Cebolla,Pulpo;ACTIVE;108840.0
504;Jerald;Bebida;Personal;Verduras,Costilla,Chorizo;ACTIVE;74805.0
505;Rurik;Adicionales;Caja personal;Chorizo,Jamon,Jamon;ACTIVE;124030.0
506;Stesha;Bebida;Caja para dos;Cabano,Chuleta,Batavia;ACTIVE;108743.0
507;Bentley;Plato principal;Caja para dos;Pulpo,Cerdo,Jamon;ACTIVE;16370.0
508;Cleve;Caldo;Personal;Chicharron,Batavia,Camaron;ACTIVE;46710.0
509;Krista;Postre;Caja personal;Papas a la francesa,Ostras,Cabano;ACTIVE;44471.0
510;Gustaf;Caldo;Familiar;Chicharron,Batavia,Maduro;ACTIVE;55581.0
511;Saxe;Bandeja;Familiar;Camaron,Costilla,Papas a la francesa;ACTIVE;1990.0
512;Eberhard;Plato principal;Caja personal;Pulpo,Papas,Pulpo;ACTIVE;89558.0
513;Courtenay;Plato secundario;Caja para dos;Cerdo,Cabano,Verduras;ACTIVE;45052.0
514;Fletch;Caldo;Caja personal;Camaron,Camaron,Chorizo;ACTIVE;115143.0
515;Joan;Adicionales;Familiar;Chuleta,Verduras,Jamon;ACTIVE;92569.0
516;Lyndsey;Sopa;Personal;Chuleta,Costilla de cerdo,Cabano;ACTIVE;45378.0
517;Ardene;Caldo;Combo para dos;Chuleta,Papas a la francesa,Jamon;ACTIVE;116254.0
518;Aston Martin;Bandeja;Familiar;Cabano,Cerdo,Camaron;ACTIVE;63909.0
519;MINI;Sopa;Personal;Chuleta,Verduras,Camaron;ACTIVE;50702.0
520;Randa;Bebida;Caja para dos;Cabano,Lomo de cerdo ahumado,Papas a la francesa;ACTIVE;102064.0
521;Tymon;Adicionales;Personal;Batavia,Papas a la francesa,Pulpo;ACTIVE;28321.0
522;Una;Sopa;Familiar;Maduro,Verduras,Lomo biche;ACTIVE;33112.0
523;Saab;Plato secundario;Personal;Chuleta,Chuleta,Papas a la francesa;ACTIVE;77305.0
524;Rubie;Adicionales;Combo para dos;Verduras,Lomo de cerdo ahumado,Chicharron;ACTIVE;123451.0
525;Tiff;Postre;Personal;Camaron,Lomo de cerdo ahumado,Papas a la francesa;ACTIVE;64819.0
526;Baudoin;Bebida;Familiar;Chuleta,Chuleta,Chorizo;ACTIVE;54293.0
527;Flossy;Bebida;Caja personal;Pulpo,Cerdo,Lomo biche;ACTIVE;50225.0
528;Maryrose;Sopa;Familiar;Batavia,Papas,Chorizo;ACTIVE;138795.0
529;Thelma;Plato principal;Personal;Chicharron,Chuleta,Lomo biche;ACTIVE;139526.0
530;Bernita;Bebida;Caja para dos;Cabano,Costilla,Costilla;ACTIVE;43254.0
531;Hallsy;Plato secundario;Personal;Batavia,Chuleta,Papas a la francesa;ACTIVE;106823.0
532;Nanete;Plato secundario;Familiar;Chicharron,Jamon,Lomo biche;ACTIVE;44500.0
533;Nanete;Plato secundario;Caja para dos;Chicharron,Jamon,Lomo biche;ACTIVE;95884.0
534;Anni;Postre;Caja para dos;Jamon,Costilla,Papas a la francesa;ACTIVE;134429.0
535;Martita;Bandeja;Personal;Chorizo,Maduro,Chorizo;ACTIVE;137775.0
536;Maurice;Adicionales;Personal;Pulpo,Camaron,Cabano;ACTIVE;134114.0
537;Enrika;Caldo;Familiar;Costilla de cerdo,Cebolla,Chorizo;ACTIVE;39951.0
538;Chrysler;Caldo;Caja personal;Ostras,Papas a la francesa,Chicharron;ACTIVE;68671.0
539;Cherise;Sopa;Caja personal;Jamon,Ostras,Cerdo;ACTIVE;142477.0
540;Zara;Bandeja;Caja personal;Pollo,Camaron,Chuleta;ACTIVE;111473.0
541;Appolonia;Sopa;Combo para dos;Chicharron,Maduro,Batavia;ACTIVE;93590.0
542;Lindy;Adicionales;Caja personal;Lomo de cerdo ahumado,Camaron,Costilla de cerdo;ACTIVE;143208.0
543;Reinwald;Caldo;Caja para dos;Maduro,Camaron,Chuleta;ACTIVE;107191.0
544;Parrnell;Caldo;Combo para dos;Papas,Maduro,Verduras;ACTIVE;5810.0
545;Sadie;Bandeja;Caja personal;Costilla de cerdo,Lomo de cerdo ahumado,Lomo biche;ACTIVE;25847.0
546;Trev;Postre;Caja personal;Pollo,Papas a la francesa,Costilla de cerdo;ACTIVE;24844.0
547;Paige;Plato principal;Personal;Cerdo,Pulpo,Verduras;ACTIVE;101818.0
548;Ferrari;Bandeja;Familiar;Maduro,Lomo de cerdo ahumado,Pollo;ACTIVE;137957.0
549;Hubey;Postre;Combo para dos;Papas,Cebolla,Pulpo;ACTIVE;26762.0
550;Karina;Plato principal;Personal;Cerdo,Cabano,Maduro;ACTIVE;106005.0
551;Ashlee;Adicionales;Caja para dos;Pollo,Ostras,Chorizo;ACTIVE;133416.0
552;Estrellita;Adicionales;Caja personal;Costilla de cerdo,Chorizo,Cebolla;ACTIVE;32801.0
553;Skyler;Bandeja;Caja personal;Cerdo,Cerdo,Jamon;ACTIVE;132298.0
554;Kingsley;Adicionales;Personal;Chicharron,Costilla de cerdo,Papas;ACTIVE;12543.0
555;Charlie;Plato principal;Caja para dos;Cerdo,Camaron,Cerdo;ACTIVE;71717.0
556;Tiebold;Sopa;Caja para dos;Papas,Cabano,Lomo de cerdo ahumado;ACTIVE;94171.0
557;Staffard;Bandeja;Caja para dos;Papas,Costilla,Pulpo;ACTIVE;108834.0
558;Skelly;Adicionales;Familiar;Cabano,Lomo de cerdo ahumado,Chuleta;ACTIVE;93093.0
559;Rosmunda;Bandeja;Combo para dos;Lomo de cerdo ahumado,Chicharron,Camaron;ACTIVE;19316.0
560;Skipper;Adicionales;Combo para dos;Costilla,Batavia,Cebolla;ACTIVE;3913.0
561;Mendie;Adicionales;Familiar;Cebolla,Costilla de cerdo,Cerdo;ACTIVE;118164.0
562;Adele;Bandeja;Caja para dos;Lomo de cerdo ahumado,Lomo biche,Papas a la francesa;ACTIVE;112630.0
563;Aurel;Bandeja;Personal;Camaron,Lomo de cerdo ahumado,Batavia;ACTIVE;85879.0
564;Marie-jeanne;Sopa;Caja personal;Pollo,Verduras,Lomo biche;ACTIVE;2269.0
565;Edlin;Postre;Combo para dos;Camaron,Chuleta,Chorizo;ACTIVE;123493.0
566;Padriac;Plato principal;Caja personal;Chuleta,Pulpo,Chorizo;ACTIVE;75460.0
